date,product_sales,stock_price,product_price
2014-03-22 00:00:00,137,3843,1.28
2014-03-23 00:00:00,56,3787,1.29
2014-03-24 00:00:00,13,3774,1.29
2014-03-25 00:00:00,45,3729,1.29
2014-03-26 00:00:00,25,3704,1.29
2014-03-27 00:00:00,25,3679,1.29
2014-03-28 00:00:00,174,3505,1.19
2014-03-29 00:00:00,138,3367,1.09
2014-03-30 00:00:00,64,3303,1.09
2014-03-31 00:00:00,77,3226,1.09
2014-04-01 00:00:00,62,3164,1.09
2014-04-02 00:00:00,119,3045,1.09
2014-04-03 00:00:00,89,2956,1.09
2014-04-04 00:00:00,133,2823,1.09
2014-04-05 00:00:00,180,2643,1.09
2014-04-06 00:00:00,121,2522,1.09
2014-04-07 00:00:00,72,2450,1.09
2014-04-08 00:00:00,91,2359,1.09
2014-04-09 00:00:00,53,2306,1.09
2014-04-10 00:00:00,47,2259,1.09
2014-04-11 00:00:00,42,2217,1.09
2014-04-12 00:00:00,124,2092,1.09
2014-04-13 00:00:00,97,1995,1.09
2014-04-14 00:00:00,119,1875,1.09
2014-04-15 00:00:00,34,1841,1.29
2014-04-16 00:00:00,18,1823,1.29
2014-04-17 00:00:00,24,1799,1.29
2014-04-18 00:00:00,57,1742,1.29
2014-04-19 00:00:00,61,1681,1.29
2014-04-20 00:00:00,30,1651,1.29
2014-04-21 00:00:00,96,1554,1.29
2014-04-22 00:00:00,0,1525,1.29
2014-04-23 00:00:00,37,1488,1.29
2014-04-24 00:00:00,30,1458,1.29
2014-04-25 00:00:00,38,1420,1.29
2014-04-26 00:00:00,88,1332,1.29
2014-04-27 00:00:00,64,1268,1.29
2014-04-28 00:00:00,13,1255,1.29
2014-04-29 00:00:00,20,1255,1.29
2014-04-30 00:00:00,31,1457,1.29
2014-05-01 00:00:00,129,1263,1.29
2014-05-02 00:00:00,94,1169,1.29
2014-05-03 00:00:00,129,1904,1.29
2014-05-04 00:00:00,126,1778,1.29
2014-05-05 00:00:00,70,1708,1.29
2014-05-06 00:00:00,48,1708,1.29
2014-05-07 00:00:00,123,2044,1.29
2014-05-08 00:00:00,87,1930,1.29
2014-05-09 00:00:00,65,1961,1.29
2014-05-10 00:00:00,102,1859,1.29
2014-05-11 00:00:00,78,1781,1.29
2014-05-12 00:00:00,49,1828,1.29
2014-05-13 00:00:00,0,1800,1.29
2014-05-14 00:00:00,68,1687,1.09
2014-05-15 00:00:00,102,1969,1.09
2014-05-16 00:00:00,88,1977,1.09
2014-05-17 00:00:00,170,1807,1.09
2014-05-18 00:00:00,152,1655,1.09
2014-05-19 00:00:00,90,1661,1.09
2014-05-20 00:00:00,101,1751,1.09
2014-05-21 00:00:00,71,1680,1.43
2014-05-22 00:00:00,48,2016,1.49
2014-05-23 00:00:00,40,1976,1.49
2014-05-24 00:00:00,93,1883,1.49
2014-05-25 00:00:00,45,1838,1.49
2014-05-26 00:00:00,58,1876,1.49
2014-05-27 00:00:00,53,1919,1.49
2014-05-28 00:00:00,42,3317,1.49
2014-05-29 00:00:00,52,3841,1.49
2014-05-30 00:00:00,29,3811,1.99
2014-05-31 00:00:00,91,3720,1.99
2014-06-01 00:00:00,75,3645,1.99
2014-06-02 00:00:00,75,3570,1.99
2014-06-03 00:00:00,179,3391,1.19
2014-06-04 00:00:00,252,3140,1.19
2014-06-05 00:00:00,202,2938,1.19
2014-06-06 00:00:00,161,2777,1.19
2014-06-07 00:00:00,331,2446,1.19
2014-06-08 00:00:00,271,2175,1.19
2014-06-09 00:00:00,146,1949,1.19
2014-06-10 00:00:00,2,1946,1.19
2014-06-11 00:00:00,2,2136,1.19
2014-06-12 00:00:00,0,2136,1.19
2014-06-13 00:00:00,0,2328,1.49
2014-06-14 00:00:00,0,2328,1.49
2014-06-15 00:00:00,13,2315,1.49
2014-06-16 00:00:00,30,2285,1.49
2014-06-17 00:00:00,34,2251,1.49
2014-06-18 00:00:00,8,2243,1.49
2014-06-19 00:00:00,67,2176,1.29
2014-06-20 00:00:00,41,2135,1.29
2014-06-21 00:00:00,89,2046,1.29
2014-06-22 00:00:00,49,1997,1.29
2014-06-23 00:00:00,62,2031,1.29
2014-06-24 00:00:00,81,2046,1.29
2014-06-25 00:00:00,42,2004,1.29
2014-06-26 00:00:00,63,2037,1.29
2014-06-27 00:00:00,107,1930,1.18
2014-06-28 00:00:00,83,1847,1.19
2014-06-29 00:00:00,102,1745,1.19
2014-06-30 00:00:00,62,1779,1.29
2014-07-01 00:00:00,29,1750,1.29
2014-07-02 00:00:00,63,1687,1.29
2014-07-03 00:00:00,97,1590,1.29
2014-07-04 00:00:00,136,1454,1.29
2014-07-05 00:00:00,335,1119,1.29
2014-07-06 00:00:00,299,820,1.29
2014-07-07 00:00:00,5,814,1.29
2014-07-08 00:00:00,2,812,1.29
2014-07-09 00:00:00,9,803,1.29
2014-07-10 00:00:00,9,794,1.29
2014-07-11 00:00:00,0,794,1.29
2014-07-12 00:00:00,0,794,1.29
2014-07-13 00:00:00,0,794,1.29
2014-07-14 00:00:00,0,794,1.29
2014-07-15 00:00:00,0,794,1.29
2014-07-16 00:00:00,0,794,1.29
2014-07-17 00:00:00,0,794,1.29
2014-07-18 00:00:00,0,794,1.29
2014-07-19 00:00:00,0,794,1.49
2014-07-20 00:00:00,0,794,1.49
2014-07-21 00:00:00,0,794,1.49
2014-07-22 00:00:00,2,792,1.49
2014-07-23 00:00:00,0,792,1.49
2014-07-24 00:00:00,0,888,1.49
2014-07-25 00:00:00,15,873,1.49
2014-07-26 00:00:00,9,864,1.49
2014-07-27 00:00:00,13,851,1.49
2014-07-28 00:00:00,15,1220,1.22
2014-07-29 00:00:00,26,1207,2.98
2014-07-30 00:00:00,16,1191,1.55
2014-07-31 00:00:00,51,1140,1.55
2014-08-01 00:00:00,47,1093,1.55
2014-08-02 00:00:00,56,1037,1.55
2014-08-03 00:00:00,45,992,1.55
2014-08-04 00:00:00,40,952,1.55
2014-08-05 00:00:00,17,935,1.55
2014-08-06 00:00:00,103,832,1.29
2014-08-07 00:00:00,72,760,1.29
2014-08-08 00:00:00,56,704,1.29
2014-08-09 00:00:00,0,704,1.29
2014-08-10 00:00:00,1,703,1.29
2014-08-11 00:00:00,0,703,1.29
2014-08-12 00:00:00,0,703,1.29
2014-08-13 00:00:00,0,703,1.29
2014-08-14 00:00:00,0,703,1.29
2014-08-15 00:00:00,0,703,1.55
2014-08-16 00:00:00,0,703,1.55
2014-08-17 00:00:00,0,703,1.55
2014-08-18 00:00:00,0,2143,1.55
2014-08-19 00:00:00,0,2143,1.55
2014-08-20 00:00:00,68,2075,1.55
2014-08-21 00:00:00,169,1908,1.19
2014-08-22 00:00:00,213,1695,1.19
2014-08-23 00:00:00,338,1356,1.19
2014-08-24 00:00:00,129,1227,1.19
2014-08-25 00:00:00,45,1250,1.19
2014-08-26 00:00:00,13,1271,1.19
2014-08-27 00:00:00,85,1186,1.19
2014-08-28 00:00:00,0,1186,1.19
2014-08-29 00:00:00,0,1186,1.29
2014-08-30 00:00:00,0,1186,1.29
2014-08-31 00:00:00,0,1186,1.29
2014-09-01 00:00:00,0,1474,1.29
2014-09-02 00:00:00,0,1474,1.29
2014-09-03 00:00:00,0,1474,1.29
2014-09-04 00:00:00,0,1474,1.29
2014-09-05 00:00:00,0,2146,1.29
2014-09-06 00:00:00,0,2146,1.29
2014-09-07 00:00:00,0,2146,1.29
2014-09-08 00:00:00,64,2082,1.29
2014-09-09 00:00:00,154,1928,1.29
2014-09-10 00:00:00,143,1785,1.29
2014-09-11 00:00:00,96,1689,1.29
2014-09-12 00:00:00,140,1549,1.29
2014-09-13 00:00:00,67,1484,1.29
2014-09-14 00:00:00,3,1481,1.29
2014-09-15 00:00:00,71,1410,1.29
2014-09-16 00:00:00,58,1352,1.29
2014-09-17 00:00:00,62,1962,1.29
2014-09-18 00:00:00,62,1996,1.29
2014-09-19 00:00:00,62,2126,1.29
2014-09-20 00:00:00,168,2532,1.29
2014-09-21 00:00:00,99,2433,1.29
2014-09-22 00:00:00,39,2394,1.29
2014-09-23 00:00:00,64,2285,1.29
2014-09-24 00:00:00,117,2168,1.29
2014-09-25 00:00:00,104,2064,1.29
2014-09-26 00:00:00,108,1956,1.29
2014-09-27 00:00:00,234,1014,1.29
2014-09-28 00:00:00,97,917,1.29
2014-09-29 00:00:00,85,832,1.29
2014-09-30 00:00:00,88,1896,1.29
2014-10-01 00:00:00,190,1801,1.29
2014-10-02 00:00:00,163,1637,1.29
2014-10-03 00:00:00,90,1835,1.29
2014-10-04 00:00:00,105,1730,1.29
2014-10-05 00:00:00,47,1683,1.29
2014-10-06 00:00:00,66,2097,1.29
2014-10-07 00:00:00,84,2109,1.29
2014-10-08 00:00:00,80,2028,1.29
2014-10-09 00:00:00,97,1934,1.29
2014-10-10 00:00:00,64,2254,1.29
2014-10-11 00:00:00,128,2126,1.29
2014-10-12 00:00:00,85,2041,1.29
2014-10-13 00:00:00,50,2087,1.29
2014-10-14 00:00:00,91,1996,1.29
2014-10-15 00:00:00,93,1903,1.29
2014-10-16 00:00:00,50,1852,1.29
2014-10-17 00:00:00,85,2246,1.29
2014-10-18 00:00:00,129,2117,1.29
2014-10-19 00:00:00,119,1998,1.29
2014-10-20 00:00:00,45,2049,1.29
2014-10-21 00:00:00,78,2067,1.29
2014-10-22 00:00:00,90,1977,1.29
2014-10-23 00:00:00,78,1899,1.29
2014-10-24 00:00:00,62,1837,1.29
2014-10-25 00:00:00,97,1740,1.29
2014-10-26 00:00:00,111,1629,1.29
2014-10-27 00:00:00,55,1574,1.29
2014-10-28 00:00:00,60,1510,1.29
2014-10-29 00:00:00,61,1449,1.29
2014-10-30 00:00:00,81,1368,1.49
2014-10-31 00:00:00,131,1237,1.49
2014-11-01 00:00:00,160,1077,1.49
2014-11-02 00:00:00,131,946,1.49
2014-11-03 00:00:00,43,903,1.49
2014-11-04 00:00:00,34,869,1.49
2014-11-05 00:00:00,33,836,1.49
2014-11-06 00:00:00,37,799,1.49
2014-11-07 00:00:00,82,717,1.49
2014-11-08 00:00:00,542,175,1.49
2014-11-09 00:00:00,239,0,1.49
2014-11-10 00:00:00,51,0,1.49
2014-11-11 00:00:00,51,80,1.49
2014-11-12 00:00:00,41,34,1.49
2014-11-13 00:00:00,1,33,1.49
2014-11-14 00:00:00,0,33,1.49
2014-11-15 00:00:00,1,32,1.49
2014-11-16 00:00:00,0,32,1.49
2014-11-17 00:00:00,0,32,1.49
2014-11-18 00:00:00,7,25,1.49
2014-11-19 00:00:00,1,24,1.49
2014-11-20 00:00:00,4,20,1.29
2014-11-21 00:00:00,1,19,1.29
2014-11-22 00:00:00,1,18,1.29
2014-11-23 00:00:00,2,16,1.29
2014-11-24 00:00:00,0,16,1.29
2014-11-25 00:00:00,0,16,1.29
2014-11-26 00:00:00,0,16,1.29
2014-11-27 00:00:00,0,16,1.29
2014-11-28 00:00:00,0,16,1.29
2014-11-29 00:00:00,0,16,1.29
2014-11-30 00:00:00,0,16,1.29
2014-12-01 00:00:00,0,16,1.29
2014-12-02 00:00:00,0,16,1.29
2014-12-03 00:00:00,0,16,1.29
2014-12-04 00:00:00,0,16,1.29
2014-12-05 00:00:00,0,16,1.49
2014-12-06 00:00:00,0,16,1.49
2014-12-07 00:00:00,0,16,1.49
2014-12-08 00:00:00,0,16,1.49
2014-12-09 00:00:00,0,16,1.49
2014-12-10 00:00:00,0,16,1.49
2014-12-11 00:00:00,0,16,1.49
2014-12-12 00:00:00,0,16,1.49
2014-12-13 00:00:00,0,16,1.49
2014-12-14 00:00:00,0,16,1.49
2014-12-15 00:00:00,0,688,1.49
2014-12-16 00:00:00,49,735,1.49
2014-12-17 00:00:00,157,578,1.29
2014-12-18 00:00:00,193,385,1.29
2014-12-19 00:00:00,94,291,1.29
2014-12-20 00:00:00,135,156,1.29
2014-12-21 00:00:00,118,38,1.29
2014-12-22 00:00:00,18,116,1.29
2014-12-23 00:00:00,0,116,1.29
2014-12-24 00:00:00,14,102,1.29
2014-12-25 00:00:00,0,102,1.29
2014-12-26 00:00:00,20,82,1.29
2014-12-27 00:00:00,42,328,1.29
2014-12-28 00:00:00,45,283,1.29
2014-12-29 00:00:00,55,612,1.29
2014-12-30 00:00:00,59,553,1.29
2014-12-31 00:00:00,11,542,1.29
2015-01-01 00:00:00,0,542,1.29
2015-01-02 00:00:00,77,561,1.29
2015-01-03 00:00:00,60,2229,1.29
2015-01-04 00:00:00,1,2228,1.29
2015-01-05 00:00:00,69,2351,1.29
2015-01-06 00:00:00,98,2253,1.29
2015-01-07 00:00:00,119,2134,1.29
2015-01-08 00:00:00,93,2137,1.29
2015-01-09 00:00:00,92,2045,1.29
2015-01-10 00:00:00,112,1933,1.29
2015-01-11 00:00:00,96,1837,1.29
2015-01-12 00:00:00,93,1744,1.29
2015-01-13 00:00:00,65,1679,1.29
2015-01-14 00:00:00,100,1581,1.29
2015-01-15 00:00:00,51,1530,1.49
2015-01-16 00:00:00,55,1475,1.49
2015-01-17 00:00:00,71,1403,1.49
2015-01-18 00:00:00,57,1346,1.49
2015-01-19 00:00:00,34,1312,1.49
2015-01-20 00:00:00,47,1265,1.49
2015-01-21 00:00:00,88,1177,1.29
2015-01-22 00:00:00,51,1126,1.29
2015-01-23 00:00:00,49,1076,1.29
2015-01-24 00:00:00,110,966,1.29
2015-01-25 00:00:00,30,936,1.29
2015-01-26 00:00:00,59,877,1.29
2015-01-27 00:00:00,97,780,1.29
2015-01-28 00:00:00,155,625,1.29
2015-01-29 00:00:00,125,500,1.29
2015-01-30 00:00:00,100,496,1.29
2015-01-31 00:00:00,211,285,1.29
2015-02-01 00:00:00,88,197,1.29
2015-02-02 00:00:00,114,467,1.29
2015-02-03 00:00:00,89,570,1.29
2015-02-04 00:00:00,118,548,1.29
2015-02-05 00:00:00,84,1136,1.29
2015-02-06 00:00:00,125,1299,1.29
2015-02-07 00:00:00,184,1211,1.04
2015-02-08 00:00:00,107,1104,1.29
2015-02-09 00:00:00,70,1033,1.29
2015-02-10 00:00:00,66,1063,1.29
2015-02-11 00:00:00,89,974,1.29
2015-02-12 00:00:00,50,1116,2.84
2015-02-13 00:00:00,20,1096,2.89
2015-02-14 00:00:00,77,1019,2.89
2015-02-15 00:00:00,33,986,2.89
2015-02-16 00:00:00,47,1035,2.89
2015-02-17 00:00:00,35,1000,2.89
2015-02-18 00:00:00,60,1228,2.89
2015-02-19 00:00:00,31,1197,2.89
2015-02-20 00:00:00,35,1162,2.89
2015-02-21 00:00:00,80,1082,2.87
2015-02-22 00:00:00,42,1039,2.89
2015-02-23 00:00:00,23,1016,2.89
2015-02-24 00:00:00,19,997,2.89
2015-02-25 00:00:00,18,1075,2.89
2015-02-26 00:00:00,37,1134,2.89
2015-02-27 00:00:00,50,1084,2.89
2015-02-28 00:00:00,127,957,2.89
2015-03-01 00:00:00,123,834,2.89
2015-03-02 00:00:00,44,789,2.89
2015-03-03 00:00:00,22,767,2.89
2015-03-04 00:00:00,31,736,2.89
2015-03-05 00:00:00,22,714,2.89
2015-03-06 00:00:00,40,674,2.89
2015-03-07 00:00:00,62,612,2.89
2015-03-08 00:00:00,59,553,2.89
2015-03-09 00:00:00,28,525,2.89
2015-03-10 00:00:00,68,458,1.49
2015-03-11 00:00:00,73,385,1.49
2015-03-12 00:00:00,87,298,1.49
2015-03-13 00:00:00,175,1878,1.29
2015-03-14 00:00:00,300,1575,1.29
2015-03-15 00:00:00,196,1379,1.29
2015-03-16 00:00:00,123,1256,1.29
2015-03-17 00:00:00,168,1088,1.29
2015-03-18 00:00:00,209,1263,1.29
2015-03-19 00:00:00,188,1075,1.29
2015-03-20 00:00:00,219,856,1.29
2015-03-21 00:00:00,381,475,1.29
2015-03-22 00:00:00,158,317,1.29
2015-03-23 00:00:00,12,304,1.49
2015-03-24 00:00:00,8,296,1.29
2015-03-25 00:00:00,10,286,1.29
2015-03-26 00:00:00,88,774,1.29
2015-03-27 00:00:00,196,770,1.29
2015-03-28 00:00:00,206,660,1.29
2015-03-29 00:00:00,83,577,1.29
2015-03-30 00:00:00,0,673,1.49
2015-03-31 00:00:00,0,673,1.49
2015-04-01 00:00:00,27,646,1.49
2015-04-02 00:00:00,27,1002,1.49
2015-04-03 00:00:00,54,1044,1.49
2015-04-04 00:00:00,136,908,1.49
2015-04-05 00:00:00,55,853,1.49
2015-04-06 00:00:00,22,831,1.49
2015-04-07 00:00:00,30,801,1.49
2015-04-08 00:00:00,30,771,1.49
2015-04-09 00:00:00,30,930,1.49
2015-04-10 00:00:00,44,1078,1.49
2015-04-11 00:00:00,39,1423,1.49
2015-04-12 00:00:00,57,1366,1.49
2015-04-13 00:00:00,30,1336,1.49
2015-04-14 00:00:00,47,1385,1.49
2015-04-15 00:00:00,74,1311,1.49
2015-04-16 00:00:00,114,1196,1.39
2015-04-17 00:00:00,40,1156,1.39
2015-04-18 00:00:00,62,1094,1.39
2015-04-19 00:00:00,62,1032,1.39
2015-04-20 00:00:00,135,897,1.39
2015-04-21 00:00:00,175,722,1.39
2015-04-22 00:00:00,82,736,1.39
2015-04-23 00:00:00,62,674,1.4
2015-04-24 00:00:00,88,586,1.4
2015-04-25 00:00:00,152,434,1.4
2015-04-26 00:00:00,64,370,1.4
2015-04-27 00:00:00,67,591,1.4
2015-04-28 00:00:00,73,806,1.39
2015-04-29 00:00:00,130,676,1.39
2015-04-30 00:00:00,115,657,1.39
2015-05-01 00:00:00,260,397,1.39
2015-05-02 00:00:00,228,169,1.39
2015-05-03 00:00:00,120,49,1.39
2015-05-04 00:00:00,31,18,1.39
2015-05-05 00:00:00,0,18,1.39
2015-05-06 00:00:00,3,15,1.39
2015-05-07 00:00:00,0,15,1.39
2015-05-08 00:00:00,0,15,1.39
2015-05-09 00:00:00,0,15,1.39
2015-05-10 00:00:00,0,15,1.49
2015-05-11 00:00:00,1,14,1.49
2015-05-12 00:00:00,0,14,1.49
2015-05-13 00:00:00,1,13,1.49
2015-05-14 00:00:00,1,12,1.49
2015-05-15 00:00:00,1,10,1.49
2015-05-16 00:00:00,0,10,1.49
2015-05-17 00:00:00,0,10,1.49
2015-05-18 00:00:00,0,10,1.49
2015-05-19 00:00:00,1,9,1.49
2015-05-20 00:00:00,0,9,1.49
2015-05-21 00:00:00,0,9,1.49
2015-05-22 00:00:00,0,9,1.49
2015-05-23 00:00:00,0,9,1.49
2015-05-24 00:00:00,0,9,1.49
2015-05-25 00:00:00,0,9,1.39
2015-05-26 00:00:00,0,9,1.39
2015-05-27 00:00:00,0,9,1.39
2015-05-28 00:00:00,0,9,1.39
2015-05-29 00:00:00,0,9,1.39
2015-05-30 00:00:00,0,9,1.39
2015-05-31 00:00:00,0,9,1.39
2015-06-01 00:00:00,0,105,1.39
2015-06-02 00:00:00,0,105,1.39
2015-06-03 00:00:00,0,105,1.39
2015-06-04 00:00:00,0,105,1.39
2015-06-05 00:00:00,168,1377,1.39
2015-06-06 00:00:00,201,1176,1.2
2015-06-07 00:00:00,147,1029,1.19
2015-06-08 00:00:00,119,910,1.19
2015-06-09 00:00:00,122,788,1.19
2015-06-10 00:00:00,149,639,1.19
2015-06-11 00:00:00,111,720,1.19
2015-06-12 00:00:00,95,721,1.19
2015-06-13 00:00:00,237,675,1.19
2015-06-14 00:00:00,110,565,1.19
2015-06-15 00:00:00,104,653,1.19
2015-06-16 00:00:00,61,592,1.19
2015-06-17 00:00:00,40,1127,1.29
2015-06-18 00:00:00,114,1301,1.29
2015-06-19 00:00:00,129,1172,1.29
2015-06-20 00:00:00,111,1061,1.29
2015-06-21 00:00:00,146,915,1.29
2015-06-22 00:00:00,57,858,1.49
2015-06-23 00:00:00,19,839,1.49
2015-06-24 00:00:00,27,1291,1.49
2015-06-25 00:00:00,62,1229,1.49
2015-06-26 00:00:00,95,1902,1.49
2015-06-27 00:00:00,183,1719,1.39
2015-06-28 00:00:00,94,1624,1.39
2015-06-29 00:00:00,116,1606,1.39
2015-06-30 00:00:00,63,1543,1.39
2015-07-01 00:00:00,147,1396,1.39
2015-07-02 00:00:00,101,1295,1.39
2015-07-03 00:00:00,248,1047,1.29
2015-07-04 00:00:00,142,905,1.29
2015-07-05 00:00:00,186,719,1.29
2015-07-06 00:00:00,109,898,1.29
2015-07-07 00:00:00,228,957,1.29
2015-07-08 00:00:00,66,1083,1.29
2015-07-09 00:00:00,182,901,1.29
2015-07-10 00:00:00,1,996,1.29
2015-07-11 00:00:00,64,1124,1.29
2015-07-12 00:00:00,118,1006,1.29
2015-07-13 00:00:00,55,950,1.29
2015-07-14 00:00:00,43,907,1.27
2015-07-15 00:00:00,95,812,1.28
2015-07-16 00:00:00,54,758,1.28
2015-07-17 00:00:00,85,673,1.28
2015-07-18 00:00:00,92,869,1.27
2015-07-19 00:00:00,61,808,1.28
2015-07-20 00:00:00,111,697,1.27
2015-07-21 00:00:00,7,1170,1.28
2015-07-22 00:00:00,4,1262,1.28
2015-07-23 00:00:00,66,1292,1.27
2015-07-24 00:00:00,95,1197,1.28
2015-07-25 00:00:00,190,1103,1.27
2015-07-26 00:00:00,60,1043,1.28
2015-07-27 00:00:00,42,1097,1.27
2015-07-28 00:00:00,79,1306,1.27
2015-07-29 00:00:00,109,1581,1.27
2015-07-30 00:00:00,165,1416,1.28
2015-07-31 00:00:00,99,1317,1.27
2015-08-01 00:00:00,233,1084,1.48
2015-08-02 00:00:00,16,1067,1.48
2015-08-03 00:00:00,2,1065,1.46
2015-08-04 00:00:00,5,1060,1.47
2015-08-05 00:00:00,22,1038,1.48
2015-08-06 00:00:00,8,1030,1.49
2015-08-07 00:00:00,65,321,1.48
2015-08-08 00:00:00,157,451,1.48
2015-08-09 00:00:00,65,386,1.48
2015-08-10 00:00:00,90,296,1.48
2015-08-11 00:00:00,3,1157,1.18
2015-08-12 00:00:00,5,1152,1.18
2015-08-13 00:00:00,1,2015,1.19
2015-08-14 00:00:00,65,2046,1.18
2015-08-15 00:00:00,235,1811,1.17
2015-08-16 00:00:00,76,1735,1.18
2015-08-17 00:00:00,2,1733,1.19
2015-08-18 00:00:00,101,1632,1.18
2015-08-19 00:00:00,162,1470,1.17
2015-08-20 00:00:00,25,1446,1.17
2015-08-21 00:00:00,4,1442,1.16
2015-08-22 00:00:00,1,1441,1.19
2015-08-23 00:00:00,75,1366,1.17
2015-08-24 00:00:00,32,1334,1.18
2015-08-25 00:00:00,76,1258,1.18
2015-08-26 00:00:00,6,1252,1.17
2015-08-27 00:00:00,65,1285,1.18
2015-08-28 00:00:00,145,1140,1.17
2015-08-29 00:00:00,78,1062,1.17
2015-08-30 00:00:00,6,1055,1.18
2015-08-31 00:00:00,0,1151,1.19
2015-09-01 00:00:00,126,1217,1.18
2015-09-02 00:00:00,240,1073,1.17
2015-09-03 00:00:00,67,1006,1.68
2015-09-04 00:00:00,140,863,1.68
2015-09-05 00:00:00,208,655,1.68
2015-09-06 00:00:00,76,579,1.68
2015-09-07 00:00:00,240,339,1.68
2015-09-08 00:00:00,52,575,1.01
2015-09-09 00:00:00,111,464,0.94
2015-09-10 00:00:00,176,288,0.97
2015-09-11 00:00:00,84,300,1.01
2015-09-12 00:00:00,171,129,1
2015-09-13 00:00:00,102,27,0.99
2015-09-14 00:00:00,69,0,0.97
2015-09-15 00:00:00,77,0,0.93
2015-09-16 00:00:00,174,0,0.97
2015-09-17 00:00:00,69,0,1.68
2015-09-18 00:00:00,52,930,1.68
2015-09-19 00:00:00,42,1080,1.68
2015-09-20 00:00:00,1,1079,1.69
2015-09-21 00:00:00,62,1016,1.68
2015-09-22 00:00:00,88,928,1.68
2015-09-23 00:00:00,60,1348,1.68
2015-09-24 00:00:00,2,1442,1.66
2015-09-25 00:00:00,3,1631,1.69
2015-09-26 00:00:00,9,1622,1.76
2015-09-27 00:00:00,142,1480,1.78
2015-09-28 00:00:00,90,1580,1.78
2015-09-29 00:00:00,20,1560,1.78
2015-09-30 00:00:00,37,1523,1.78
2015-10-01 00:00:00,86,1437,1.78
2015-10-02 00:00:00,166,1367,1.78
2015-10-03 00:00:00,391,976,1.48
2015-10-04 00:00:00,56,919,1.47
2015-10-05 00:00:00,64,951,1.47
2015-10-06 00:00:00,35,916,1.48
2015-10-07 00:00:00,40,875,1.47
2015-10-08 00:00:00,21,1526,1.48
